customer_id,num_of_accts_in_same_bank,num_of_accts_in_different_bank,total_liabilities,payment_delays,total_authorized_limit,total_balance,credit_risk_score
128344555,2,0,0,0,883827,642465,678
128344556,2,1,1213137,1,623110,666223,616
128344558,2,2,940191,1,925249,401539,712
128344559,2,1,1124743,1,734609,481888,789
128344560,1,1,1057943,1,131627,487754,730
128344561,1,2,1603469,1,114850,787987,698
128344562,2,0,0,0,722172,685535,610
128344563,1,0,0,1,796561,548835,653
128344564,2,0,0,0,356610,388616,841
128344565,1,0,0,0,308369,307542,788
128344566,2,1,631705,1,200178,678038,716
128344567,1,1,1787115,1,722655,758898,676
128344568,1,2,447114,1,210604,370449,695
128344569,1,0,0,1,479421,445902,648
128344570,1,2,1382745,1,629864,692737,828
128344574,2,2,521802,0,580741,719553,706
128344575,3,0,0,1,835125,738645,632
128344576,1,0,0,1,291387,650122,718
128344577,2,0,0,1,418837,755641,643
128344578,2,0,0,1,753849,325707,692
128344579,2,0,0,1,620918,502896,611
128344583,1,0,0,0,284029,652661,848
128344584,3,1,14809,1,292727,396802,750
128344585,1,2,1354465,1,251972,436269,755
128344586,3,0,0,0,536091,338913,634
128344588,2,0,0,0,735500,312610,723
128344589,3,2,109937,0,845758,611685,849
128344591,1,0,0,0,320945,524058,644
128344592,2,2,717607,0,565047,794881,779
128344593,3,0,0,1,438355,377409,691
128344594,1,1,867222,0,766669,615113,738
128344595,2,2,1930465,0,418029,714839,745
128344598,1,0,0,1,236862,790234,705
128344599,2,2,1572342,1,557597,682154,698
128344600,1,2,733632,1,124407,731061,835
128344601,1,1,1734414,0,875243,517839,645
128344602,3,0,0,0,976796,579455,718
128344603,2,0,0,0,925817,333394,815
128344604,1,1,1991079,1,971038,464312,701
128344606,1,2,491811,0,477183,577748,815
128344607,1,1,962918,0,982951,589135,744
128344608,2,0,0,0,464077,302780,795
128344610,2,0,0,0,769770,403862,725
128344612,2,1,1566290,0,951893,609225,686
128344613,2,1,1946319,1,242907,729549,741
128344615,1,2,1540074,0,216787,610112,651
128344616,1,0,0,1,722863,591964,701
128344617,2,2,1874841,0,242636,448644,688
128344618,1,0,0,1,268016,620901,783
128344619,1,2,176842,0,957208,300499,689
128344620,1,1,1241413,1,571454,351591,695
128344621,2,2,64245,0,565384,584151,625
128344622,2,0,0,1,681192,670294,611
128344624,2,0,0,1,693371,784272,751
128344625,3,0,0,0,272758,670947,690
128344626,1,0,0,0,217968,476150,827
128344629,2,0,0,1,845857,531040,607
128344630,2,2,1505307,1,672443,315454,603
128344632,1,0,0,1,930350,494355,630
128344633,2,2,617958,0,103619,587551,715
128344634,2,1,310223,0,464848,708952,751
128344635,1,2,1102979,0,375282,799363,652
128344636,1,0,0,1,626596,492726,816
128344637,2,0,0,0,277186,795560,622
128344638,1,2,1359774,0,292025,385183,715
128344639,1,1,339710,1,166965,588015,638
128344640,2,2,1975974,0,112630,397181,605
128344643,3,0,0,1,781810,717458,849
128344644,1,2,1751547,1,406638,325661,773
128344645,2,1,869092,1,594945,606882,671
128344646,1,2,545316,0,685373,628684,670
128344647,1,2,1583747,1,138420,327633,757
128344649,2,0,0,0,675899,489334,614
128340925,1,2,1100557,0,863524,471036,710
128344652,2,0,0,0,811590,486726,774
128344653,1,1,1796119,0,620533,408926,672
128344654,1,0,0,0,781615,618550,647
128344656,1,2,1767497,0,640890,426942,677
128344657,1,1,1145959,0,956142,776919,682
128344658,3,0,0,1,581719,385261,797
128344659,2,0,0,1,824610,703718,650
128344660,1,2,262540,1,141142,450594,608
128344663,1,1,1322525,0,289033,573137,632
128344664,2,2,682617,0,545128,558501,627
128344665,1,0,0,1,234387,568789,681
128344666,2,1,247134,1,236217,478880,609
128344667,2,1,1524750,1,231637,577358,811
128344668,1,1,1915121,1,247937,750701,802
128344669,2,2,1499573,1,122206,723374,834
128344670,2,0,0,0,311942,503202,842
128344671,1,2,1405184,0,137596,761064,732
128344672,1,0,0,1,565109,618982,632
128344673,2,2,542776,0,750819,685017,720
128344674,2,0,0,1,995823,346269,669
128344675,1,1,1419529,0,525137,369241,767
128344677,1,2,1801256,0,324753,350697,790
128344678,1,2,376841,0,664627,414546,796
128344681,1,1,274848,1,877649,752539,777
128344682,1,2,1611329,1,374510,356506,648
128344683,1,2,1252511,0,925540,420073,670
128344684,1,2,1334128,1,697123,579277,834
128344685,2,1,538221,1,237922,737704,807
128344686,1,2,1478190,1,645789,357957,668
128344687,1,1,974356,0,147149,404871,776
128344688,1,2,255051,0,683575,513212,679
128344689,1,0,0,0,400204,350784,740
128344690,1,0,0,0,855687,786370,609
128344691,1,1,396594,0,349949,760477,746
128344692,2,0,0,1,320548,653080,771
128344693,1,2,1460859,0,819120,364605,704
128344694,1,0,0,0,706897,757672,687
128344695,1,1,1305280,1,976703,304457,614
128344697,1,2,1017129,0,867156,680447,735
128344698,2,1,365784,1,185847,691121,661
128344699,2,0,0,0,607288,555112,609
128344700,2,1,916019,0,559894,547072,692
128344702,1,2,924671,1,372961,422084,823
128344703,1,2,146667,1,352006,401057,768
128344704,1,0,0,1,652902,484299,785
128344705,1,1,1266566,1,951437,496812,804
128344706,2,1,1001049,0,288421,520999,676
128344707,2,2,1681550,0,938123,549154,767
128344708,1,0,0,0,662435,501306,696
128344709,1,1,737281,1,757507,366302,785
128344710,2,1,358927,1,575607,728169,604
128344714,1,0,0,1,968306,743807,606
128344715,1,0,0,0,521007,413602,732
128344716,3,1,1943584,0,798543,750266,740
128344717,2,0,0,0,549910,473384,627
128344721,1,2,297603,1,560013,313268,791
128344723,1,1,1717218,0,558761,343232,828
128344724,1,1,729033,1,817782,447979,625
128344725,1,2,1951309,1,503795,671836,640
128344726,2,0,0,1,456925,667021,711
128344727,1,0,0,1,417925,388437,736
128344728,1,1,1246847,1,285974,302305,641
128344730,3,2,988987,0,422217,752133,752
128344731,2,1,635577,1,743784,490927,701
128344732,2,0,0,0,122245,319966,646
128344733,1,2,1552550,0,470378,782425,750
128344734,1,1,122380,0,241194,578626,766
128344735,1,1,23183,0,958368,482720,644
128344736,2,2,1215532,0,442703,606067,788
128344738,1,0,0,1,630420,542224,712
128344740,1,1,1619283,0,123998,717155,645
128344741,2,2,1397452,1,651556,527992,756
128344742,2,2,1962218,1,802388,664241,632
128344743,2,2,784672,1,900880,471346,849
128344744,1,0,0,0,278801,655940,776
128344745,1,0,0,1,105495,325975,779
128344746,1,2,1722153,0,712939,404701,712
128344747,1,0,0,1,820284,478760,614
128344748,3,0,0,1,337603,699786,833
128344749,3,1,547582,0,349540,580450,770
128344750,1,2,1662916,0,343076,387793,766
128344751,1,2,1229981,0,777935,338365,663
128344752,3,1,1058765,1,653202,443913,672
128344753,2,2,1340460,0,705454,338862,710
128344754,1,0,0,1,995621,359627,631
128344755,1,1,367094,1,644652,308028,723
128344756,2,2,81153,0,846128,754006,697
128344757,3,0,0,0,700229,587872,723
128344759,1,0,0,1,496564,636513,793
128344760,1,1,1231912,0,435360,628301,783
128344761,1,2,1485343,0,750882,701454,722
128344762,2,2,369673,1,247238,492325,848
128344763,2,2,1043704,1,737894,465383,768
128344764,1,2,16289,1,983849,661430,773
128344765,1,2,377196,0,701412,696114,768
128344766,2,2,144335,1,666394,495282,792
128344767,2,0,0,1,907275,758373,693
128344768,1,1,1167839,0,906092,392783,723
128344769,1,1,1739801,1,223760,397821,623
128344770,1,1,861854,0,263826,758832,670
128344771,2,0,0,1,370137,698098,703
128344772,1,2,554181,1,618125,575873,823
128344773,2,0,0,1,616315,536702,694
128344775,1,0,0,1,381465,789138,681
128344776,1,2,655899,1,160462,746986,606
128344777,3,1,72698,1,708302,795806,683
128344778,1,2,1196052,1,546208,415573,753
128344779,2,0,0,0,624993,787864,656
128344780,2,1,1754021,0,318664,468110,703
128344781,1,2,1076594,1,752390,369335,623
128344782,2,1,754568,0,907456,430997,834
128344783,3,1,1638006,0,305626,512248,671
128344784,2,0,0,0,736513,703136,622
128344785,1,1,730707,0,643321,582222,631
128344786,2,0,0,1,102631,427255,801
128344787,1,1,1027513,0,280385,320958,725
128344788,1,0,0,0,731271,636753,625
128344789,1,1,1742453,0,783641,520885,848
128344790,1,0,0,1,183731,558719,616
128344791,3,0,0,0,848988,618151,685
128344792,2,1,1425055,0,688370,421882,796
128344793,2,0,0,0,545530,650411,821
128344795,3,1,1565711,0,194223,566808,825
128344796,2,1,219676,0,303442,318903,752
128344797,1,1,58528,1,438729,458342,788
128344799,1,0,0,0,300361,323033,744
128344800,1,1,545162,0,717941,699883,737
128344801,1,0,0,0,421013,683388,741
128344802,1,2,613389,0,134774,607411,675
128344803,2,1,521391,0,139433,392438,639
128344804,3,2,588358,0,620232,676122,758
128344806,2,1,1903603,0,598973,353786,705
128344807,1,0,0,0,852011,592938,801
128344808,1,1,418890,1,149753,332571,643
128344809,1,0,0,1,510195,627880,838
128344810,2,2,1252450,0,724846,415572,719
128344811,3,1,1476897,1,684651,598861,674
128344812,3,0,0,1,280390,638779,812
128344813,1,2,584949,1,487106,667655,601
128344814,1,1,395324,1,902681,502128,848
128344817,1,0,0,0,241712,588077,620
128344820,1,1,1937757,0,215659,582980,753
128344821,2,2,676046,1,721018,423726,728
128344822,1,2,1389061,0,576054,614579,723
128344823,2,0,0,0,719538,781938,620
128344824,2,1,541651,1,102481,775518,747
128344825,1,0,0,0,117162,392390,638
128344827,1,2,1389857,1,397318,579760,609
128344828,1,1,1844041,0,185943,707376,678
128344829,1,1,185327,1,863659,523406,756
128344830,2,2,1448125,1,904506,718272,672
128344831,2,2,1038526,1,915910,738698,762
128344832,1,2,1307342,1,111681,688753,663
128344835,2,2,1143708,1,757425,512563,761
128344836,1,1,513251,1,336135,376687,617
128344837,2,1,288626,1,836939,363000,639
128344838,1,1,499576,1,938681,623671,762
128344841,3,0,0,0,339151,544324,688
128344842,1,1,418960,1,221520,402970,672
128344843,2,1,24590,0,134576,541740,693
128344844,1,2,609166,0,964178,356838,640
128344845,2,2,1241614,1,324989,686655,644
128344846,2,2,1765132,1,512996,491333,645
128344847,1,0,0,0,697081,629092,727
128344849,1,1,19501,1,109846,418694,639
128344850,1,0,0,0,752805,388102,701
128344851,1,1,1084126,1,474230,685405,683
128344853,2,1,932562,1,540539,652005,661
128344854,3,1,1097531,0,809607,328670,736
128344856,1,1,1340896,1,365775,737838,727
128344857,1,0,0,0,447431,302870,616
128344858,2,2,527210,0,961437,342261,789
128344859,1,2,1464625,1,787452,593622,686
128344860,3,2,514354,0,409395,516715,610
128344862,1,0,0,0,916669,479452,696
128344863,1,2,1969600,0,457549,364559,713
128344864,1,0,0,1,627336,667639,726
128344865,1,2,1232871,1,700076,449838,703
128344866,1,2,1555744,1,867229,424141,730
128344867,2,1,1913264,1,413433,714195,712
128344868,1,1,201955,0,902215,721933,771
128344871,2,1,304595,1,159346,392212,689
128344873,2,0,0,0,636645,423668,790
128344874,1,0,0,1,310937,706182,614
128344875,3,2,825025,0,540810,561747,824
128344876,1,1,181783,1,621055,711490,829
128344877,2,2,1938822,0,905951,457478,789
128344878,1,1,426549,0,187875,382295,654
128344881,1,1,1284393,0,242725,453440,813
128344882,2,1,1967961,1,131133,576984,773
128344883,1,2,1656922,1,783093,672427,799
128344884,2,1,1228938,0,284587,586364,636
128344885,3,0,0,0,962480,391423,658
128344886,1,2,1237069,0,778855,515109,635
128344887,1,2,359067,1,309117,382617,757
128344888,2,0,0,1,636239,705878,674
128344889,2,0,0,1,467561,396522,656
128344890,2,1,405209,0,600786,625550,784
128344895,2,1,1700376,1,589070,347932,691
128344896,1,0,0,0,564863,737959,636
128344897,1,1,1923195,0,735982,631254,844
128344898,1,1,585919,0,252172,555914,683
128344899,1,2,82798,1,772554,547535,805
128344900,3,2,17153,0,762941,517720,687
128344901,1,2,713371,0,553550,780161,623
128344904,2,0,0,0,122396,608550,610
128344905,2,2,660224,0,829619,324880,671
128344906,1,1,310037,1,302122,527992,735
128344907,1,2,1294291,0,315853,608623,717
128344910,2,1,1529676,0,356696,391684,839
128344913,3,0,0,0,235482,735169,748
128344914,1,1,572745,0,463332,312125,767
128344915,1,1,228969,1,154033,524525,838
128344916,1,2,260636,1,798823,593572,751
128344917,1,2,132266,0,402258,695610,768
128344920,2,1,709932,1,666722,712581,833
128344921,1,0,0,1,302882,504704,645
128344922,1,2,321063,1,803020,617551,733
128344923,3,0,0,1,815885,584607,769
128344924,2,1,1097027,1,130734,738529,779
128344925,3,0,0,0,277075,704289,605
128344926,3,2,480661,1,467180,620953,846
128344928,2,0,0,1,133324,563870,708
128344929,2,2,1115176,1,592963,673863,697
128344930,1,2,302255,0,339272,447855,791
128344931,1,2,862972,0,703195,668737,681
128344932,3,0,0,1,909657,694921,823
128344933,1,2,1194067,1,415962,542957,680
128344934,2,0,0,0,244537,552854,692
128344935,2,0,0,0,766557,796077,653
128344936,1,2,901637,0,533757,385769,685
128344937,1,0,0,1,878385,629257,710
128344938,1,0,0,1,603591,780646,762
128344940,1,0,0,0,287990,745841,768
128344941,2,0,0,0,572435,629546,835
128344942,1,1,239709,0,862373,767236,778
128344943,1,1,712921,0,878890,350095,766
128344944,1,1,1272844,1,914901,431729,765
128344946,1,1,117780,1,546964,714371,755
128346990,1,1,1085958,1,147219,719599,740
128344949,1,1,1371453,1,968929,760092,700
128344950,3,1,191538,0,292359,672493,819
128344951,2,2,720412,0,312569,699915,623
128344952,1,0,0,0,256512,578719,606
128344953,1,0,0,0,242438,588255,646
128344954,1,0,0,1,571345,482848,806
128344955,2,2,1086860,1,176010,554859,629
128344956,1,1,1955659,0,311906,322357,687
128344957,2,1,740162,0,982266,679963,611
128344959,1,0,0,1,128124,635987,628
128344960,1,1,1787016,0,140225,688393,610
128344963,1,0,0,0,165360,377830,801
128344964,3,0,0,0,411456,446523,826
128344965,1,0,0,0,570652,654429,697
128344968,3,0,0,1,630160,649548,747
128344969,1,2,1223115,1,326772,579374,825
128344970,1,0,0,1,107808,480017,795
128344971,2,1,175636,1,727129,532258,603
128344972,1,2,1671302,0,770129,473652,834
128344973,1,2,1134316,0,346275,301619,748
128344974,1,0,0,0,207654,563617,637
128344975,1,0,0,1,487407,379247,723
128344976,1,1,1642978,0,605568,643090,843
128344977,3,0,0,0,938339,319308,839
128344979,2,0,0,1,838454,672083,802
128344980,1,0,0,0,428283,645002,694
128344982,1,0,0,1,976168,399347,656
128344983,1,2,1046898,0,614983,631186,706
128344985,1,0,0,1,956319,325347,823
128344987,2,1,560180,1,685996,305886,632
128344989,2,1,566386,1,507629,307153,821
128344990,2,1,906924,0,303294,646202,736
128344992,1,0,0,0,252498,531632,727
128344994,3,1,686473,1,294334,626095,792
128344995,1,1,1309700,0,761466,785838,725
128344996,1,2,1189677,1,397479,469231,742
128344997,3,2,604538,1,925740,371692,815
128344998,2,1,1053703,0,863717,335731,760
128345001,1,0,0,0,513872,773730,703
128345002,2,0,0,1,143911,599866,651
128345003,1,2,1177458,0,676239,481591,633
128345004,3,1,882259,1,827638,421547,718
128345005,3,0,0,1,451632,600808,623
128345006,1,0,0,1,500988,777217,651
128345008,1,2,587586,0,781937,664071,675
128345009,1,0,0,0,559574,649007,672
128345010,2,0,0,1,385561,608881,818
128345011,3,2,208084,1,185362,419196,806
128345012,1,1,1953878,1,831846,570038,711
128345013,2,2,835954,0,729100,779437,733
128345014,3,2,1974118,0,630395,625850,816
128345015,1,0,0,0,612638,347724,685
128345016,2,1,1473243,1,731103,313820,773
128345017,1,0,0,1,241831,482098,801
128345018,2,0,0,1,962591,659027,788
128345019,1,1,1494039,1,446665,417700,768
128345020,1,0,0,1,528605,345021,752
128345021,2,0,0,0,942672,702578,757
128345022,2,0,0,0,590895,521152,745
128345025,2,0,0,0,976755,586693,719
128345026,1,0,0,0,931029,457437,685
128345027,1,2,295339,1,134717,496384,849
128345028,1,0,0,1,898731,394928,820
128345029,3,2,22598,0,779067,629938,834
128345030,1,0,0,1,447368,423573,747
128345033,2,0,0,0,763628,775335,846
128345034,2,1,631439,1,736557,557616,699
128345038,1,0,0,0,616082,318508,689
128345039,1,2,1946488,0,857724,717117,715
128345040,1,0,0,0,450278,601621,707
128345041,1,0,0,1,248441,416679,790
128345043,3,1,1153574,1,143689,361873,695
128345044,2,1,1199979,0,334074,458933,778
128345045,3,0,0,1,543000,703261,611
128345046,1,0,0,1,100126,375964,768
128345048,1,1,462315,0,398205,585623,640
128345049,2,0,0,0,137189,465301,798
128345050,2,1,124174,1,949758,542778,654
128345053,1,2,246152,0,693247,662535,630
128345054,2,0,0,1,586624,593439,722
128345055,1,2,840151,0,193230,681026,829
128345057,1,0,0,1,180374,465760,769
128345058,1,1,398900,1,940730,708408,671
128345060,1,2,1462824,1,690593,719203,665
128345061,1,1,1524289,1,405188,326096,698
128345062,2,1,1932925,1,879785,529785,619
128345063,2,2,868627,0,739834,405380,775
128345064,1,1,1758394,1,121700,339393,630
128345066,1,0,0,0,346990,330915,830
128345067,1,1,1796429,0,761653,760416,619
128345068,2,2,1478479,1,136285,624178,779
128345070,2,0,0,0,428157,317299,624
128345071,1,1,1734868,0,194596,712415,651
128345072,1,2,733224,0,581216,724570,733
128345074,1,1,347102,1,926495,490821,841
128345076,2,0,0,0,706153,345762,686
128345077,1,1,1635831,0,287590,376111,766
128345078,1,2,405020,0,471280,382322,698
128345079,1,1,196179,1,358124,767917,677
128345080,2,0,0,1,523129,505529,626
128345081,1,0,0,0,587738,738486,704
128345082,2,0,0,1,183544,490582,678
128345083,2,1,488461,1,504782,684765,737
128345084,1,1,1575700,0,558992,312668,695
128345087,1,2,1077429,0,279915,558778,760
128345090,2,2,1005537,1,853261,421994,744
128345091,1,1,1255199,1,664642,498262,795
128345092,2,1,878738,1,290854,614735,718
128345093,3,2,497072,1,336775,475247,758
128345095,1,1,233150,0,424056,688570,630
128345096,1,1,1433633,1,223694,410309,639
128345097,1,1,554325,0,504372,568776,791
128345098,3,2,1989920,0,429959,636087,758
128345099,2,1,1623584,1,341770,495610,726
128345100,1,0,0,0,435729,442103,658
128345101,1,2,585921,1,820412,413949,815
128345102,1,2,648400,1,738685,750803,843
128345103,1,0,0,1,634426,748730,836
128345105,1,1,1328802,1,702576,643857,635
128345106,2,2,939651,1,530189,308241,622
128345107,1,2,1390542,1,836818,796733,803
128345108,3,0,0,0,915792,633523,848
128345109,1,1,565038,0,468423,576458,734
128345110,1,2,1373888,1,951166,377282,608
128345111,3,1,1006407,1,520155,369581,760
128345112,1,2,190952,0,795911,570118,653
128345114,1,2,1473519,1,137340,541249,839
128345115,1,0,0,1,919852,304813,627
128345117,1,2,1150312,0,194061,700644,763
128345118,3,2,714043,1,219923,534861,752
128345119,3,0,0,0,258167,558775,847
128345121,1,0,0,1,988105,627199,692
128345122,2,1,1752543,1,651188,520473,626
128345123,2,2,724524,1,896077,545101,663
128345124,3,2,1132795,1,458299,632563,840
128345125,2,2,101386,0,999703,626586,696
128347901,1,1,1944281,1,946173,618951,659
128345127,1,1,329702,1,228311,432603,677
128345128,2,0,0,0,735212,667730,683
128345131,2,2,1863075,0,384543,494244,640
128345132,1,2,618445,0,290953,652416,771
128345133,1,2,938612,0,342735,539247,692
128345134,1,2,1360331,0,647254,462882,702
128345136,2,0,0,0,913215,337460,734
128345137,1,1,1956815,0,501433,650856,808
128345138,1,0,0,0,189721,642470,712
128345139,3,1,215734,0,802886,604455,840
128345140,2,2,259799,1,376058,491334,635
128345141,1,0,0,1,361549,319157,625
128345142,2,1,125237,0,981001,746666,737
128345143,2,1,1755504,0,504092,552916,643
128345144,2,2,765546,1,288566,679171,787
128345145,1,0,0,0,120249,721651,631
128345147,1,2,1470556,1,582709,642271,635
128345148,1,1,1625329,1,579711,703833,743
128345149,2,1,183556,0,644686,493529,611
128345151,2,2,1816840,1,857615,518348,722
128345152,2,0,0,0,729649,489106,794
128345153,1,1,1379691,0,795407,631401,654
128345154,1,1,647129,1,558109,498613,730
128345155,1,0,0,1,163072,768166,632
128345156,3,0,0,1,915383,314953,793
128345157,1,1,1832202,0,561339,709246,625
128345159,2,0,0,0,403983,643024,696
128345160,2,2,256046,1,868399,457099,816
128345161,1,1,740486,0,669450,434599,600
128345162,1,0,0,0,141185,663062,850
128345163,1,2,586356,1,929260,377876,678
128348218,1,2,1587566,0,777655,577871,708
128345168,1,2,183025,1,703837,642319,763
128345169,3,2,775409,0,565784,456282,733
128345170,1,2,166561,1,164947,372221,681
128345171,3,0,0,0,243126,483155,794
128345172,2,0,0,1,197397,798394,730
128345173,1,2,1183701,1,508803,480531,820
128345174,1,2,1647221,0,482911,796161,683
128345175,2,2,733766,0,430060,655880,643
128345176,1,0,0,1,587613,366216,821
128345177,3,0,0,1,434038,750338,766
128345178,1,1,1247482,0,417586,798962,806
128345179,1,0,0,0,129841,501238,809
128345180,1,2,1707046,0,779474,654291,807
128345181,1,1,1306462,0,732804,513880,639
128345182,2,2,198168,1,162926,333692,717
128345183,1,1,1487781,0,639558,379745,694
128345184,2,0,0,1,704369,447315,750
128345185,1,0,0,1,866275,665552,799
128345186,1,0,0,1,340801,653066,615
128345188,1,2,979775,0,343998,560475,744
128345189,1,1,1782939,0,418091,551673,667
128345190,2,1,1485271,1,836225,318616,735
128345191,1,0,0,0,124919,764600,782
128345192,1,2,1036115,0,655205,684623,769
128345193,2,2,438020,1,302928,460005,742
128345194,2,2,1955419,1,749267,308717,769
128345195,1,2,1739063,0,766353,453329,631
128345196,1,0,0,1,795313,318041,606
128345197,1,1,647018,1,200735,616905,719
128345198,1,0,0,0,480739,542547,788
128345199,2,2,1401314,1,675587,776032,647
128345200,3,0,0,0,225544,529092,632
128345201,3,0,0,1,474985,350446,764
128345202,2,2,638137,1,287881,473991,676
128345203,1,1,130839,1,239887,325222,698
128345204,1,2,169502,0,988767,310401,682
128345205,1,1,1261045,1,593954,578945,825
128345206,1,0,0,1,780550,533564,828
128345208,1,1,1433705,0,550492,727754,805
128345209,1,2,516647,0,571963,560247,620
128345211,2,0,0,1,290298,563569,849
128345212,1,2,1156155,1,266894,543725,609
128345213,3,2,1328065,0,492660,582021,723
128345214,1,0,0,1,634480,670212,838
128345215,3,1,1409770,0,501455,787508,744
128345217,1,2,146631,0,544514,397434,731
128345218,1,1,322489,0,254778,643202,735
128345219,1,2,987259,1,707039,615480,613
128345220,1,2,1440910,1,625182,560629,802
128345221,1,2,1349910,1,577049,472625,847
128345222,2,0,0,0,100037,797727,607
128345223,3,1,477762,0,737082,746730,691
128345224,1,2,266448,0,303841,361463,627
128345226,1,2,1733916,1,975536,639776,689
128345227,1,0,0,1,482616,675299,672
128345228,3,2,600610,0,970895,556690,620
128345229,2,0,0,1,711968,462747,795
128345232,1,0,0,0,190862,565603,722
128345233,1,1,432166,0,195744,367498,720
128345234,2,2,946369,1,673439,454593,848
128345235,2,1,1100312,0,160233,354705,675
128345236,1,0,0,1,657212,521219,640
128345237,1,2,1372688,0,470931,500836,707
128345239,1,2,1610770,1,301669,462710,613
128345240,1,2,1634809,1,731805,398689,679
128345241,2,0,0,1,833937,528991,604
128345242,3,2,559330,1,541553,470194,681
128345244,1,2,693573,1,642619,317219,609
128345245,1,1,804321,1,803161,713566,726
128345246,3,1,1874023,1,193589,766910,651
128345248,3,1,365659,1,514157,688940,787
128345249,1,1,539146,1,587301,513093,819
128345250,2,1,639798,0,777619,422910,734
128345252,1,1,114364,1,265561,579128,807
128345256,1,2,778740,1,872908,488560,650
128345257,1,1,1300629,1,661769,767857,683
128345258,1,2,1646264,1,824136,401370,617
128345259,2,1,414977,1,609784,798227,696
128345260,1,1,1615474,1,745330,393537,786
128345261,1,2,258624,0,461781,364401,789
128345262,2,1,1888309,0,231291,393594,687
128345264,1,2,1437654,1,733647,317141,786
128345265,3,2,465984,0,647177,335408,680
128345266,1,0,0,1,694409,583322,673
128345267,1,1,525011,0,923896,756808,800
128345268,3,2,473933,0,469846,302000,719
128345269,1,0,0,0,504273,647130,684
128345270,3,2,303569,1,236145,409087,793
128345272,1,2,225248,1,425977,567149,808
128345273,1,1,831709,0,706234,691336,718
128345274,1,1,586469,1,788866,740302,680
128345275,3,2,602410,0,275366,664936,620
128345276,1,0,0,1,128588,568214,663
128345277,1,2,52457,1,375361,715195,805
128345278,3,0,0,0,154901,353333,810
128345279,1,2,167128,0,735233,409475,713
128345280,1,0,0,1,753574,537533,678
128345282,2,0,0,0,393668,346540,850
128345283,1,2,771607,1,989149,694273,692
128345284,1,1,469787,1,597719,544849,670
128345285,2,1,1713847,1,209242,334563,670
128345286,1,0,0,1,885871,406092,648
128345287,1,0,0,1,715710,449179,602
128345289,1,1,1687383,1,503176,595274,805
128345291,1,1,445514,0,116818,601050,654
128345292,1,2,975504,0,617223,783648,697
128345293,2,2,1643608,0,677077,328332,846
128345295,3,0,0,1,244769,548422,763
128345297,1,1,1385801,0,981989,346327,679
128345298,3,1,1242308,0,292156,516575,788
128345299,1,2,1517963,0,722805,401150,674
128345300,1,2,1562121,1,237193,365392,848
128345301,1,2,1327368,0,466756,749690,830
128345302,3,0,0,0,565697,476285,815
128345303,1,1,25758,1,332488,642762,725
128345306,2,2,169167,1,460600,377570,729
128345308,3,0,0,0,551272,649253,792
128345309,3,1,439924,0,561530,370966,776
128345310,1,2,180533,1,913963,375874,828
128345311,2,2,987186,1,381571,522197,839
128345312,1,1,1048640,0,371695,316130,761
128345313,2,0,0,0,306098,790960,821
128345314,2,0,0,1,690639,678804,686
128345315,1,0,0,0,972569,631494,665
128345316,1,2,170323,1,774716,447396,845
128345317,2,2,795511,0,281060,486123,687
128345318,1,1,96347,1,453875,375391,626
128345319,2,1,1458450,0,664719,674221,657
128345321,1,0,0,0,161674,595424,776
128345322,2,0,0,0,630468,743868,656
128345324,2,0,0,0,348429,441501,777
128345325,1,2,738775,1,392712,778956,661
128345326,1,1,407504,0,243941,644255,748
128345327,2,1,56348,0,929641,502601,764
128345328,2,0,0,1,279853,383480,686
128345330,2,0,0,0,309681,415627,838
128345331,2,1,116510,0,807174,359612,785
128345332,1,1,1671026,1,529841,599687,627
128345334,2,1,1286853,0,857008,737498,740
128345337,1,0,0,1,465220,481364,677
128345338,2,0,0,1,305615,398972,832
128345339,1,1,1190536,1,690215,385348,773
128345340,1,0,0,1,153072,336252,781
128345341,2,2,1553322,1,220792,517620,752
128345342,2,0,0,0,892426,356273,654
128345343,2,0,0,1,161285,457693,763
128345344,2,2,111544,0,661923,471705,757
128345345,1,1,715513,0,549689,727778,649
128345348,2,1,1257268,0,449336,541464,757
128345349,2,2,530135,1,815516,636165,699
128345350,1,0,0,1,419342,792286,786
128345351,1,2,723753,1,326188,640912,842
128345352,1,0,0,1,878218,305339,761
128345354,1,0,0,0,393989,565295,768
128345355,2,0,0,1,357425,707649,748
128345357,1,2,925033,0,356983,576119,759
128345358,2,0,0,0,844865,684216,645
128345359,1,2,1542313,0,490511,452289,718
128345360,3,0,0,0,401219,578189,829
128345362,1,1,1629300,0,648167,641565,812
128345363,3,2,974195,1,889187,744267,717
128345365,1,0,0,0,700068,326198,601
128345366,1,0,0,0,541733,775529,609
128345367,1,1,1888180,1,144759,361707,819
128345368,2,1,810992,0,364749,633804,679
128345369,1,0,0,0,364155,628570,690
128345370,2,1,611132,1,856276,483982,757
128345371,3,1,449762,1,681285,482565,832
128345373,1,2,738342,1,633424,659984,608
128345374,1,0,0,0,841181,511288,630
128345375,1,0,0,1,760837,747510,747
128345378,1,1,593425,0,165372,799679,814
128345379,1,0,0,1,630486,736135,680
128345380,1,2,796028,0,421980,719430,749
128345381,1,0,0,0,222950,402356,828
128345382,1,2,1323056,1,555572,794774,788
128345383,1,2,1878633,1,423738,767504,652
128345385,3,2,1186026,1,788042,654686,650
128345386,1,2,206266,1,166007,571287,685
128345387,1,1,1413343,1,573211,337106,802
128345388,2,1,1288237,0,383141,439379,797
